Product,Purchases,"Average Delivery Time (Days)","Product Name Length","Product Description Length","Product Photo Quantity"
9eb0c62c8c4159426b700eb10045dc44,1,8,60,911,4
9ebb48bdfe9f9c51c6c9f8a32a18d67f,2,9,46,3522,1
9ec6b6619704c31e3fb6d15dbe229fba,2,21,60,2050,2
9eca2336e05ce3b44072af92fe661a3a,1,22,56,1911,2
9eca7d28777e4887c113e775ed3cb87c,1,8,43,1077,1
9ecb510f43c3b1502981c262624e98c8,2,18,52,1215,3
9ecb6a6e5d07b5d879c67bdc20977bd8,1,14,58,868,2
9ecfbbfd26a92d596e5f4f7dfead98e3,1,5,59,367,1
9ed0c78e13f71131885275746cc69687,3,12,59,1201,1
9ed2b9f406ce635fb5615dd5d7527e8d,1,3,52,621,1
9ede4fa4d396a0b47c8b5524103436fb,1,7,48,255,1
9ede6b0570a75a4b9de4f383329f99ee,6,13,51,1193,1
9ee0701e1be943cb92d9cd9305fdd026,1,12,45,331,2
9ee8c8a931dd4d34148aa31f54ee93c1,16,12,56,571,4
9ee8f71db966916c4bc13c3ede22c146,1,2,55,679,3
9eec04a029e2b9372276f3748011b493,3,12,49,1004,2
9ef2ca01151ef53318695e8a1e8053da,2,6,45,3910,1
9ef3514cbcbf73d8b7d294036f99737f,10,15,53,1708,3
9ef6f9077917003875323be25c28c7c5,1,9,34,257,2
9ef8eabf54b45bc606e85fcb4d97e968,2,11,40,1387,1
9eff8192b50cf828d20417ae6c41f4b5,2,6,26,1076,1
9effb20dca634f869835e52c4d9b619b,1,9,29,1562,1
9f01cb375b4185be6cb9d2f7588c5b46,1,17,55,179,2
9f0599e0b0d3f41749a3288e0043f21e,1,13,59,289,1
9f10eed205ecad4edb9002f9d0b62ac8,2,6,38,1010,1
9f1330d9d3ea820ad8e4d0d58b7f08cd,2,11,45,219,2
9f14f401fce2d9ddd450e7ce60cb7f5f,5,10,45,130,1
9f1c3e71d56894398a42b050b07f1baa,3,7,25,176,1
9f1c81345a82b501fef3164ba8c937ef,1,28,54,573,1
9f1fbbe90131eec1287c7ee32bb32a31,1,27,48,796,1
9f23bda5c0e1b5cf4d0353ecbb55b725,1,31,59,185,1
9f2597e311355defa12f1491420d40d5,1,11,26,2174,3
9f26fe364fa748644f0953c2172522fb,1,5,40,478,1
9f2d380101b20c5fb31454776800c445,2,14,63,929,3
9f2d98026e781b854b26e7551b263a6c,1,12,60,760,1
9f2f03a7cc35b7c27e588388fa1e2252,1,14,50,543,2
9f31b36609877849f75e9586f6b6a62c,1,12,57,404,4
9f3d5786e5d1ed02ec2d0a91849f64a5,2,26,58,716,2
9f404f5737d7df22b5dc718b6d73a7fb,3,8,30,704,1
9f46622a1318d3fd0de27629a63e165d,1,17,39,440,2
9f4a55260fae788c26fcbb2b934ffa52,1,15,57,192,1
9f4e4841a56efc7c08395adc4fe6f378,2,12,40,128,1
9f51209599d82cd4c08f2d1c9442f507,1,18,58,380,1
9f5a2290fe27f9c70ca8424e98229b62,1,6,52,647,9
9f5d4ccdd7f86c5c3fdcbd899867a5e9,1,13,43,417,1
9f621d1fd090c5ca124462612ceabd96,1,25,48,878,1
9f65cd1fc2c7cf6ad8bc3d8c038abe44,11,14,52,1270,2
9f684ef1e31358afd3d4ce991c576e2e,2,8,63,517,2
9f6b6b828b980352cbd59ff7a03a7277,1,7,53,210,1
9f70acf998b0bd14652234075a19d358,2,14,25,326,1
9f75358fa2d94f1d0caaa37653db5775,1,20,38,592,2
9f7878d3613e4e7f43b8a4860267a8d3,3,5,57,106,1
9f7b1850ae0063307163fd32f6d543f8,1,5,29,1132,8
9f7d332f12854dfcd37f8b22a85053b0,1,5,49,202,3
9f7f468f60c25b1f2b5183c259116c46,1,6,56,146,2
9f7fa43dfe21e43d37d65a6f2369c6ed,7,9,47,647,2
9f81413382c6e7b2b2eaff6930f1fd98,1,14,52,573,1
9f82fdef2a36bb15d22d70af1aedb3ce,1,13,57,906,2
9f8429b91bcd34baae1d1fd12505abfb,1,3,23,3132,1
9f890da4bf8473aca1996ca037005902,6,12,59,552,1
9f94fe66050fae9e9351d5c83f4667c8,2,11,45,548,1
9f98cbe573253ebd8cc1c0f5f061451d,1,9,57,665,1
9f9a54558f0c3453b36512b59a4be85b,2,22,19,551,1
9f9a7e97e09d403a01120dc5f4ebf36b,1,10,55,2039,6
9f9d0d6ad3c84f4f0f6748167d2a6dfc,4,37,53,572,3
9fa0c72476690fbc66bcacc498fe7fd6,7,15,34,1122,2
9faa5e4f81da9a1b33f8d8f3ed90e89a,4,11,47,890,10
9faadcbfeed012c5a26f8cda328af7f7,1,15,54,1675,1
9fab8bd1f9c69cf2301b8ad3bec47480,7,9,59,759,6
9fae04deab3bb1c353c27c50cbf3b42b,1,4,56,927,4
9fb7b543084835bfe56b0094501dee9d,2,15,36,589,1
9fb9a39f2e393018aaeb432394aff48f,7,11,34,1151,9
9fbfc0d1a475bb65f9c0e39bb927a99a,11,13,38,772,1
9fc063fd34fed29ccc57b7f8e8d03388,15,22,48,657,1
9fc0c73ce4d0eaaead44e81eeefebeb0,17,14,57,1949,1
9fc96a5f44c80640e0ad172c9ff13703,1,16,34,1159,1
9fc98e39f04be8e382d8aa5e259f5489,19,13,29,200,1
9fcd84cb1ac702e68624e3df2f1a4d46,1,5,55,1183,1
9fcf1f95cb545ca095c4a17491b81382,1,15,51,575,2
9fd2d186bbd4017f2d86295f69334cfc,3,7,57,339,5
9fd2f153a01bbc71f5d9fe618da73738,1,13,55,750,4
9fd402a0b4e316e0945ec7a6cc106d08,1,14,41,1466,1
9fd8c99aa3c0ce6aa140bc8cce4ce462,1,6,53,439,1
9fe0fae81aacd72bbec601b9ceb9c25e,4,13,51,925,1
9fe30f5d977b4413525497a2bcec51b8,1,8,33,499,1
9fe5201316c8185058e8a4056e53cc78,7,14,47,893,3
9fe7b856a0ad542b2234c745ffc12409,1,14,34,1175,1
9fe7f92d158e1d98ee0b32849b893677,1,55,47,1407,7
9feeadd6b97835152e83e1b25b46f5c4,8,10,54,1175,1
9fef57f37ae72292952e73ff9a7a3fee,7,5,59,634,5
9ff509beb7efa504b8b2ac9511c4c737,1,4,53,326,1
9ff668529410eefd5bca723acb4834c1,3,12,59,439,1
9ff8568dfb9041b898e65ff4018c8c57,6,8,56,1242,6
9ffab56dff7071396d82c4b372e7f033,4,13,45,328,1
9fff1ad31dc8486b6b4e8c37e45df3e7,1,16,54,1209,4
a000c3bbcabfea20a59fc2a10b9a6cf5,1,2,48,180,1
a009a84a95de59e574851aef710ee0f3,7,8,60,953,3
a00c4d4b0d7cdb18b36fe47611c28470,1,20,56,2571,1
a00c869d83a4d753088b7ca49ba6a74c,1,11,55,160,1
a00d11a2119bd70d658fc7cdcf1f59d3,9,15,44,1460,9
a014224bce65682def85e922c3064150,1,5,56,1180,1
a014ce59dca05d6160b0a995600511b1,1,9,60,586,1
a01801e4d348c3375e43643085a6b576,2,11,55,1855,1
a01c3a8e3ccddf44069c082b1590f19a,9,5,47,368,1
a020875cf9c4c5bfe783c703db493afe,1,16,55,701,1
a0253d43394dd4da9a5d7b1f546f1a32,1,19,59,1890,2
a027d4d9a0ffc6b3c2cf45636b044078,2,6,59,297,1
a037c98ed926711d7513cf779d788536,1,29,43,1183,1
a038fb43df28bc37115e29e63d9809b7,2,10,55,246,1
a03b43c945af2e3500b0dde49fbd87c6,2,18,56,256,1
a03e40dea3abae7cadf374eda9afc2c3,3,19,54,575,6
a04087ab6a96ffa041f8a2701a72b616,24,15,55,1105,1
a040c0e88511c8c58db44fd6831cdb45,1,5,20,283,1
a0450529bd974ebeaf93b1731184396a,3,15,51,873,3
a0498bf8b8ff0c35a6b8c736a71526ab,12,17,56,357,2
a04a2402a7774ba53d10ed2ce29715e3,4,10,58,589,1
a04cf12934a318be6550b1aeab938bf2,1,11,59,605,5
a04f52ded97b5530e8783e3c002b90f0,13,11,54,192,1
a04fd52c740629158cfbf0e0154f9f7a,1,80,44,2161,1
a0544c3d3aafc14f88c638fb74f72833,2,8,60,146,1
a055e7613e88b48f2d724981fae9d2d4,1,7,52,1098,1
a05b734b423527efdc1917e441f19234,2,6,51,752,2
a05f4c1d544848f9ee86f767c9cc0d4f,1,8,35,875,5
a060f64556f311d428c3589617d2db14,1,36,54,512,1
a0627b01409b61f4076a920265b86665,2,9,46,249,3
a063b454bac19ab435a4594bab9b9eed,1,40,63,2226,8
a0644c97f9915e9f442b94b4a5a2fa1b,3,8,54,570,1
a064fbd13bfd3d9654eeb35bb47d9caf,7,18,58,249,1
a06766fec51c96d4d0bce282906735eb,11,9,55,626,2
a067f34727f55a883d84f5b3a5c72255,1,11,53,2703,7
a0686391b9b79dbfb9577555719ec45e,1,6,55,773,1
a069fc741ff92fd8af8270a66f35fcbd,6,14,31,325,3
a0727420c4f72aa6600840eb1da0d3d1,1,7,55,851,1
a0736b92e52f6cead290e30b578413b6,2,9,56,296,2
a0755bd1c7262433b4973f9e348cfc37,1,8,32,141,2
a076986c6dbcb66fb479167aa5a1b68e,9,17,47,985,1
a07713fa6def350398642fcb700db2f9,1,23,52,408,5
a07d0595ac61dcdd44214f0426431c9b,2,23,45,385,4
a08a20499b36a88c1ded2d041a863a9a,1,3,55,250,1
a0951eca8e874597dc3abaefc1940679,1,9,53,293,1
a096400f2b6fbe9c868f7dd5f1333e5a,10,9,54,814,1
a097daf6b31bc5c4b2d377e8c5cba4a1,2,13,16,675,2
a09c10c28ec008276d7a308ec5c2cb39,2,11,47,399,7
a0a6b0afd47416d62bb25892c68b6296,2,11,56,525,2
a0a6ba377d74146f38d2de3fca3817ae,1,2,56,684,1
a0aa27e9f5d02670c0bb803f98863d43,2,21,59,391,1
a0ab96e461d74537772b84950f26a257,3,12,41,717,1
a0abcee0132a5aed003d98e459b37698,7,16,58,223,1
a0ac0067a7a7f7610b49cc1d211de28c,3,13,34,648,1
a0ad09530f4066778a9cdb54f4f70c3f,1,11,59,261,2
a0adc3041e9917104f3fea4ba995adcb,1,21,47,3650,3
a0ae6b149646eeab8dc5e54ec5c5b64c,1,8,54,1434,1
a0b0fad03e38e8e5d6d94e229707f2ef,1,4,50,413,3
a0b14f5ef88242a8cec43b93f9d0fd6f,1,6,44,317,5
a0b706aace06abff783f614e8b01b760,2,13,32,461,1
a0b7d5a992ccda646f2d34e418fff5a0,31,12,45,67,2
a0b940038a7c1b3af0958334fdbf3212,1,30,52,511,1
a0bb9dd32040e7069462944585f6cfd7,1,22,58,275,1
a0bcb790b8f1249bec0369de04a72d33,1,3,59,1271,1
a0c2204c3d4f44050951935fc9eac14f,1,16,46,540,1
a0cfac9273b59efabf0a7d047382c450,1,11,58,869,5
a0d20b18f2a06b34206ba5933b4ec05b,16,10,48,3571,1
a0d6306a9ed921a7d9aa1feed0550c82,1,13,55,468,1
a0e45a99e446ebadec0421e41666235b,1,33,45,1480,1
a0e4eca4b6471171249889c962603472,1,16,60,2138,2
a0ed1aca46f54c17bd17c88a799e055a,2,18,61,157,9
a0ed74d31fcb470d85786e7f17794599,1,13,56,629,1
a0eef953cb25bc9ae40457e1c3c82946,17,10,52,1559,4
a0ef8572cd061badd81ffc48dc04d1fa,7,14,55,130,1
a0f12db60a5019ce1a4c21fce1697574,8,17,59,263,3
a0f27f57faa493eaa9d1609c45f7d16d,4,16,34,623,5
a0fe01e446dce7a61936310e6c3f3e37,1,15,50,1295,1
a10553a1882cc51b8910c246613fb0b0,1,18,29,278,1
a10e0fcb1c409869c3c6da4eb13b7612,12,18,58,847,5
a10eacab1edd5f1c174e6f278030edbe,1,12,54,1077,1
a10fa96cb854e79dc01be7ab3d685c7d,2,8,51,833,1
a113377beedd4333652a8694907c2337,1,26,59,174,1
a11ae57e28ac218d33dbd82fa3879b57,2,20,45,1382,1
a11b09bc9acb0cfeac91d3f4c13fff01,1,17,52,686,5
a11b842166a17bc29bcdcb3cb45a50e3,1,4,45,806,1
a11b92613ac1f37b3617b440c7b9e6b3,1,1,44,534,2
a1231816b47b24a6fa3de97f2147a8b6,1,8,60,126,3
a126cf2ba6e20ffef685352e40945a68,3,11,57,241,1
a129c8279ee7fa447a6e8726f619dac7,3,10,60,392,4
a12d9f996527844ba7beaa1abe2bcfcb,2,6,34,358,1
a12fc4a1c79238df0015e1a0c48f0314,5,11,56,189,1
a130d292151d4bc3d785f3404eea8d96,1,5,47,406,3
a131898c2e4bf38b5d4c0b27da5066f5,1,7,55,224,1
a1349515a6b4241f2e09a28b5cd2c453,2,6,39,766,1
a13b7a4ff25bbeb55fd4ecfb4abaa0b0,1,21,38,449,4
a13cd9aaa328b21f5653ce455d88dce1,1,11,52,1089,2
a140e83c184347be1aa71694fe525537,5,11,49,364,1
a1412569d6d8b10733d218dac1ab86ec,1,19,54,1871,5
a14f93c69d3e0d7482819dd023a1d2cd,1,13,57,100,2
a1507b98cd821fad51fcfa3e9a95e94e,1,13,33,1193,1
a151eeef55883e0b64e1ceb52810db4b,1,12,50,411,1
a152e968e6e943c06ca8ad6fbafc72a0,4,9,59,315,4
a155b4eeffbbec8a728eb1ad73705153,11,20,60,1953,1
a15665e2f4e7dbf282a846552c8be1ee,2,17,44,218,1
a16485b933e24a0ee5f137fec64c48d2,1,8,60,999,2
a1692a17fad005e22bf5a54353439420,1,36,60,1341,6
a16dacf975b8dcbafff14b679e6eeec2,2,5,57,3910,1
a16f2c3edfeabc364393b012e19e2a15,4,14,45,1005,1
a1766f2d27b4e90a0d78d8e115295399,1,20,58,942,2
a1769eac9796ec783d49049bab3cce1d,1,5,19,369,1
a1773f6417edf55439b183e6385dca73,1,6,58,680,5
a177ae30ef17394975b58f6d5883a56f,1,6,47,725,6
a17986e7f2991a5f5fcbfae5639ca1cf,1,6,35,246,1
a179fe5e75138e812571da4d038f0271,1,21,55,713,6
a18a23a783fb7576a8f0f6fbc2ae2b58,2,7,59,822,1
a194f3df8d9270f350891b7454174724,2,5,35,843,1
a19c7f350205196ae4aed73fc111dd79,1,3,50,2164,7
a1a3ba5db44e0714148c89186c04c01d,1,17,48,115,1
a1a97164f38cfb98511eb68e6b40ad94,8,14,60,640,1
a1ab6d18d301b5ee14b244b946e52973,1,36,58,92,2
a1ac36693a5e8d933e05f9df9180c9af,1,16,51,534,1
a1b156a0925874f584d8d0cb45a962ba,3,5,59,1115,1
a1b35ee994b8c571119976c30aa07efe,1,4,56,915,1
a1b3a75aaaee5c9a683f2266c088f720,1,6,53,599,2
a1b71017a84f92fd8da4aeefba108a24,1,6,59,636,1
a1beef8f3992dbd4cd8726796aa69c53,1,2,59,944,3
a1bf559ac1eab015ba992bd76d9d76c7,22,13,32,1074,2
a1c3f3f968d87aa2c14861ee7f5a5e3b,1,27,54,935,3
a1c4213421e6cf98f7167b2086e96ea2,1,6,47,402,1
a1c4bbc86f12628bb57430973e680129,2,15,28,552,1
a1c4fe3ca474066396d42c07b0194fb0,1,11,40,276,1
a1ca62481619b02ad09535f2b418bb75,4,20,56,867,3
a1cb1462efc950b4b8ed73ccbb5d2c7b,1,3,23,301,1
a1ccbdad642a580304988cd472018896,1,46,58,1984,1
a1d17216996bf0cbba886f91bfd31c77,1,25,51,1015,1
a1d29fcea65a08f06b17d824306628cc,2,11,59,881,2
a1d54bd2293d947527d70e04dbe2a93e,1,3,45,638,1
a1d7fd9726f3447e898828befde19e11,1,7,48,1750,3
a1d9c007667f29f62ea648623552d21b,1,10,27,862,1
a1dd59756b92c62cd39375d0b0222698,9,11,52,153,1
a1de9704b5b479d170541055a4503c26,1,7,30,138,1
a1e00885862cb54f09464fc31a58e0a2,1,14,44,78,1
a1e247b4cedaed462f50049a633345da,1,8,52,62,3
a1e33e0a3ead282527fab4ff0f72706b,1,3,55,435,1
a1e9b0d76a76ff474f4a4374fcfb8c42,6,9,28,663,1
a1ea5e26e19ed2e16b30866fb40735a7,1,19,44,455,1
a1ebb47a48200e6566603de49b83f621,6,10,52,474,1
a1ef17282b89f4c1a3efa6a6a9dbba24,1,23,54,1116,4
a1efe4a86746c22541813e22e1d23e33,19,11,52,289,1
a1f7dace2a9af48dd48428c12001dc09,10,12,59,190,1
a1fa8c0b1d3e019af17cb198cefa4691,2,10,57,137,1
a1fc7e27ec70c82cbc5a559b1af76424,1,4,23,854,1
a1fcd4b731530eed7fa5531f3f0c2fe0,3,7,51,231,1
a203dd46978039dcbd6329a71112f09a,1,16,54,361,1
a2048b46525cb5cb30be4e5ff3f83c5a,2,16,50,694,1
a20f56d082d66a0caeab963592f3cad5,1,13,45,549,1
a213969f10be36f5ef5717a3c2c27952,1,3,60,441,4
a2151451d8c68ef83187a295422a8334,1,4,59,1749,4
a215a5d82e179ca98b38d8846125c40f,1,4,42,517,5
a21db7596e9fa3a147b6aa6c7c57c60c,1,10,47,623,2
a21ff4d1a65a23c7e676469d24434a00,1,16,59,992,1
a224196b0b605fdffac1d9224f052ceb,1,175,42,200,1
a22e92e1c32bdf3db91e0170a8b18408,1,10,44,1161,3
a22f707cfd269773138c3bf3a43f6180,8,14,25,253,3
a23331d31bc426296b09f6a373f6aab5,3,15,40,781,3
a233e06dacf6de1293acf72ab6e9fe52,1,5,41,786,4
a2359ef18f03db4e53c75d8c15172cfd,1,8,58,1749,3
a237de12bdf0bfe4fe220bae65a89731,36,11,57,954,7
a2383392185fd006ff9117e6a8eb2afb,4,13,60,382,1
a24198acc2d0e8240c40d914bd18df04,1,44,42,1006,1
a2446206efccf04cc7fd1511be0ee157,3,21,52,535,1
a247560ddd8592a3eed82b43f60d9f27,3,7,58,213,3
a24b0a4730a6f5b13a3502fb5065a814,1,6,50,314,1
a24e985fc6dbd5f0e50b2a013fd72ed4,1,8,42,180,1
a25142a39f693df490ab9f63f3149e8f,1,2,53,228,1
a25583531530c0913ea4dee2c5c73685,3,7,30,138,1
a25b58b67aac0bfa8888a3b7582ea77c,2,9,60,955,7
a25ca6677a2f9475bd59f706ebbe4d4c,1,8,55,136,2
a25d948ddec359c8d80978d139a4db83,1,7,43,1784,2
a25e87065dc111adf2944d046ab3eda1,1,14,23,68,1
a25fb4516757403b129bcfe366dddb9b,4,10,60,335,3
a272b490eba6b022384f14ecb9afc7a9,3,5,54,987,1
a2767073e632cd6f8d0be8a1f40f0921,1,5,47,908,1
a2801a7e7915dc8d259be64ffcbb7bb0,1,8,59,312,1
a2819e7118ad9f2108cbc5cd52157c79,1,18,57,651,5
a282446835c36ab70ca9fd48edbbc4e6,2,13,63,410,1
a285f1c6ce025a045e87b7cf90df1a1a,3,13,44,922,1
a28836d8a1918cbaac2b19733784f9d9,1,17,53,679,1
a290d14df28cfebaa8e74935525de682,1,22,55,499,2
a291cc846d74d97f01611894f983073b,17,11,58,478,1
a292d92a81d07fd02745d5fb6542e14a,1,6,48,488,1
a2975d20c0bbb1c763629eee19615fc1,1,15,57,387,1
a2981aad285aa55f2b0f5f2e7dadf5a3,2,10,39,767,4
a29c670cb6c4fb685d04410dbbd6d5b2,6,18,39,750,1
a2a02ec5b66063b4c3ccdf10a53fc501,1,16,60,326,1
a2a1a65832c02f8a82d82c12aa0dbea9,2,10,53,987,3
a2a4579215fcf47abf5d55f7b2cc3d1b,1,15,53,898,1
a2a61ecd4e916c3ff787c137d23957bb,11,17,58,782,1
a2a90c1a0501c5148928da33b033dee8,1,11,54,381,1
a2a9d440312eaf280738605b3c440f29,1,11,49,1245,1
a2ac160db30aac7da9de55d381d376c4,3,3,37,2613,1
a2ba5bcfe3ee03832bf8f324caa32dad,1,6,46,171,4
a2bc332584f4a8cc07f2758b3dd64554,1,24,42,555,2
a2bd2eae20998a24c22b110334928b02,1,5,39,278,1
a2bf540a9bef22e03c87697bac6ea793,2,20,22,608,1
a2c499ca39527cc328317e93c302112e,2,4,59,573,2
a2c75a23c2f838881dd4275c0cec519f,9,19,54,451,5
a2d0bc51c6731d860c169cc9f18b2b7a,4,7,55,399,2
a2db3ea3100e9950a30b8f0af164ed6f,1,12,42,578,2
a2e2851eae0aebb8ee4df32348b42e2b,1,6,59,504,3
a2ea7c89ef0c55d5c0a4f7e26752a6a0,1,33,26,472,1
a2ead66678565eb7679dfdf1fa4cbe43,1,9,60,2648,6
a2ee607f03a8f581d1625b68fbaa6166,2,9,53,222,1
a2f0a41fa03da98fd19e20d996462cc8,1,11,55,444,2
a2f108447e5847c9edd533c37908bf01,1,3,55,360,2
a2f25a7e9c4eea1e3c2949d03c688048,1,11,42,588,1
a2f28e3d47bd6d7d334089ebebdd55e2,1,11,36,883,1
a2f2d194871ef351cfa8271184bfafc3,2,16,52,1036,1
a2f3be463c1d322c27cbe55cf03e5fda,1,16,40,994,1
a2f7cac38089c44bb364918bd80468d5,2,9,49,2151,1
a2fc36d2592ba9adb49ad73dd039e434,2,23,59,2916,14
a2fcd6a1cb3f947073525d217a5f82f8,1,6,23,1059,2
a2fce4213a6ac271129618259a334261,1,11,51,433,1
a2fddd6229ab528218029f919af4c1ed,1,36,47,126,2
a300dbe48179df6ad75c74a9fd9bc6bc,2,14,41,541,4
a30ea5a9dbd95db5a674c4beadb4fb0d,12,10,53,369,2
a3126b78e50cb94ff1a2826837bc6877,1,4,47,1905,3
a314a62cff3e5725f545fa263aed7a7b,7,10,48,120,1
a31e3a35fb5ac942c137446709379100,2,7,55,518,6
a322cb898d31adbe4a4de692f4bc0276,8,12,50,623,1
a323784ac31c377c5ecaa26b8cb155db,1,17,51,1211,2
a327459c8e093ebc3666c0c6ff842589,1,6,50,463,1
a32a25c59034cb4c034031798e2fba85,1,25,46,608,1
a32c3352c3c5fbaa5fc5f8a8f593e2af,3,12,59,289,1
a3309868978f986b3865b8a3729192e2,2,15,28,246,1
a334304f952399f2161225628a9d2891,20,13,58,1692,4
a3394de35879ea62967d01d3d93b2cc1,3,11,57,184,11
a3430558283765c5dd94dd0381acc9c2,1,6,59,2036,4
a346944c1cd1e118e4ecc398e51f03a0,4,8,57,647,2
a34838639f948d8f0727b695c2895cac,1,16,63,2005,1
a351c3c754b40be18374a299ca68882b,2,8,43,867,5
a35908642db2ef18437c352a421035ef,2,9,58,2130,4
a35a9f46dcee0a67c8c7ad8493eb4135,50,14,33,1084,2
a35b7b13c63effc7f014f141826f3186,1,14,58,2554,1
a35c14eaa384acf7aabbbec3bd76fae6,11,8,50,690,2
a35ea299fbf8fc63d9faa23b77bf3eaf,3,8,57,691,3
a35f680fc19e06d3f9524a3ad7be2b06,1,6,53,981,5
a36f2cdee6906fae885c6258e824308c,1,20,29,437,1
a370599bb36b6aa53a8a4f428440f860,8,11,52,66,3
a379052f2b3b2388e071828bc4eba5fa,2,25,58,1638,1
a37a8ef49db46a932a778ab081d7c40b,1,6,51,231,1
a37ac4848a06b9240e633912b5e03eda,1,12,64,320,1
a37c4dc2fd88e896e19c74a6b60a0e84,1,14,26,1069,1
a37d5c6bae47cb27d8701aac7bd0cc3e,2,8,34,139,1
a37d9bc434c151e3a32418b241a13bf0,1,5,56,505,3
a3807506fd9df35137f1b81a4e0d429a,1,18,45,1460,6
a3816405c56f1df398541ee9c498b056,2,13,60,465,4
a386ec77b61471988e1b10cbd6cbfdd6,2,33,40,226,2
a38b238734207eeb0388676235cf56ec,6,12,60,416,2
a396b88f085aa34d30a1405fd4f80140,1,8,58,100,2
a396c58c1c3c3bc927aa57ed987a75ec,1,7,57,624,2
a39d32adaf8a947212a35a42597b958e,5,18,55,501,1
a39dac35775c3a863b0b7b6d72e839ca,2,12,43,254,4
a3a03c131926ec14d4c9f3ef03016b24,1,46,54,463,1
a3a10562c9d134b92f04b8cce298d037,2,18,41,198,1
a3a7f611af275e93e51407214929f119,1,9,55,844,1
a3aa0dac689c5cca6fa93f0f4b541abd,1,14,36,382,2
a3aab6d23ab543e36652264fce5ed7be,1,10,50,989,4
a3ade87bbaa7f21569a935c8e3ab5b71,1,29,58,185,1
a3b358d577875a8515f6d868c5a2662d,1,8,53,1130,2
a3b46e392953235f9337a0a56f933ffa,1,8,38,242,1
a3bb3642ad1170e55d345dbf5953f38d,2,10,55,713,3
a3c933b29543a2b90e9aca184ee7397a,2,14,55,184,2
a3cd9517ebf5a50dca25acce54f3b171,3,7,52,1910,4
a3cdb889819a08cb9f6a68de568329e5,1,13,43,846,9
a3ceb95649a48c0c54ae4bd1dd66d035,14,18,56,279,2
a3d101bfee6cd242a56008611f7c1335,1,7,60,171,1
a3d747c2548c3b67c81afe6b61645ebd,1,11,41,499,2
a3dae37f1227e4037d5e3be3f228bc84,2,10,60,522,1
a3daee3915d4fb98376e039ede6bdea6,18,11,45,264,1
a3e4a417e7dab3de222f227781c2c291,1,10,56,1882,4
a3e5b0b8f8e66aba2fe28eb565d3ac97,1,13,44,379,1
a3e5f9cbee551f620eb3c85fed57c5f8,2,7,52,1708,3
a3e66bab3c2ca507ddb970a748ed740b,3,15,49,891,1
a3e72c791e95a01e787e7eaac25f7b2f,1,2,47,671,1
a3e8b232951525e76e82577bd3729173,1,16,33,609,2
a3e8ee20df0f969f2cb0c5ba01e1c40a,1,19,41,702,2
a3ebd09e2be48bebfd0d16ef3c83a176,1,12,49,588,5
a3f39453cb3bacd60e3828f50a2c9c23,1,10,43,179,1
a3f487d2926f4af42e86454a8ec474c1,3,10,44,273,1
a3f56e065e4c60c0600f98a3fa89be2a,1,2,39,657,1
a3f986f6c4400aa6545d224be435f812,2,8,33,451,1
a3fc0390c2d3101f940c0d6e78006e4e,1,42,40,240,4
a3fd6c4ecde9035c3e8dd4e0fd8b8048,8,7,45,191,2
a402021e638981087a4952cb77e5c46b,1,8,52,128,1
a402cdb9cd42a445e3746bd407588699,1,2,46,803,1
a4052f2adbcfe3e5dcf30229fa0f7c68,1,12,51,636,2
a40675a9c6ef2410e3420483a1f8c81f,2,15,56,478,2
a40bc1fd66ba099f6aecbbd947705d95,1,5,59,703,6
a40c0442083c894a5cea0af7b2402980,1,11,50,1471,2
a412aeba7360afad41b632da6b27105c,2,12,33,1084,2
a412e6de2f924b291fcd8911e0f25eae,1,7,20,345,1
a4167d08b603cb1a06a87a41c9f3adbd,1,9,35,463,1
a41aeb9e79798800bc4d7984db492f2a,1,4,57,3651,5
a41be7a2d5be5248080b227a53fe3937,5,18,51,902,5
a4244677524382339c909db6013a34b3,1,10,39,408,1
a4275459104a31ba114508b8709860d1,2,14,51,186,1
a427f68e3f088a7063c2c577537076fb,1,12,40,987,4
a42d9c825894f96fc6ed02610891454d,26,12,57,1176,1
a42ee02a34cea6addebcada939929763,1,16,57,815,3
a437d4e13afed02d510ea08321cdc5b7,1,12,58,431,1
a4385c12734e0937f4514a3cde277925,3,13,49,598,2
a43a88461fa9308923d4464102a5a6ec,1,2,60,799,1
a448325c57fbf792a2f6ac7d1b730917,7,17,63,1729,3
a44915c1c247c7de4b5ea38ae2fcf657,1,9,58,983,1
a44d4702562f2bdae04d6f3d144fde5c,1,14,43,582,5
a44edbb4226328a7a816f3460556d638,2,9,59,151,1
a44f944687bbcf1d5e4f2af94a55dc05,1,4,63,1380,3
a45117f220c82816a7c62c9140c59a3e,1,11,50,633,1
a4536c45a6f0c22f312adde45e06ec13,1,6,48,136,1
a45b5f919e448b4372904ecc17aa7d21,2,18,60,2084,2
a45ce07b9fbd59f065c8fa0c0361506e,2,27,54,530,1
a45d376e2359c18076d5c16a042777e5,1,4,54,1814,1
a46875fb5b8d19ac3cff18deb9bae57e,4,8,40,478,1
a4754d4ccde0d779725e48b8815b7f34,1,5,57,253,6
a4756663d007b0cd1af865754d08d968,1,9,60,1304,4
a4758e74e2cdb74d0c4db83594ca14a3,1,28,60,386,1
a475fdcc33516e3be47806479b670256,1,6,51,298,1
a47a2ff12ffe20f1a2a85fb37d2712ec,1,6,60,3146,4
a47c211bcc05f4f96184df606678a7a8,1,9,57,231,2
a4800b5d0f4850922208a6cefcffed51,3,11,28,1042,1
